iter	RMSE
353	975.4153023
354	975.1126233
355	974.7423408
356	974.5569353
357	974.3516719
358	974.0518569
359	973.8053328
360	973.4303484
361	973.1662748
362	972.829328
363	972.7137342
364	972.5425687
365	972.398163
366	972.2420986
367	972.0616798
368	971.9024486
369	971.7062671
370	971.4435201
371	970.9982247
372	970.6956689
373	970.4626043
374	970.2316362
375	969.9945502
376	969.7535753
377	969.3150305
378	969.0497512
379	968.7443086
380	968.4201474
381	968.2938559
382	967.9318344
383	967.6461097
384	967.415252
385	967.0708527
386	966.6416422
387	966.4783044
388	966.065707
389	965.8197887
390	965.4712406
391	965.0707523
392	964.8101485
393	964.537705
394	964.0273784
395	963.7277685
396	963.3589506
397	963.0269244
398	962.5962166
399	962.2821064
400	961.9520078
401	961.8155845
402	961.6244055
403	961.4541276
404	961.2671442
405	961.1157396
406	960.9218212
407	960.4668363
408	960.3547904
409	959.9919724
410	959.7410007
411	959.520347
412	959.2403014
413	959.039379
414	958.7819974
415	958.4491153
416	958.3332931
417	957.8165148
418	957.7145929
419	957.5666806
420	957.1953127
421	957.0546694
422	956.8442258
423	956.4573054
424	956.2432925
425	955.8223386
426	955.5653316
427	955.4308433
428	955.1282796
429	954.6925102
430	954.2713273
431	954.1970912
432	953.933342
433	953.7908414
434	953.4648855
435	953.2083197
436	952.8123598
437	952.5822101
438	952.1606337
439	951.8748048
440	951.4170563
441	951.2575289
442	951.0388431
443	950.9047034
444	950.6960833
445	950.4290442
446	950.181469
447	949.8627361
448	949.7474719
449	949.5247744
450	949.2714235
451	949.0814038
452	948.8089979
453	948.6369252
454	948.3382779
455	948.0453844
456	947.7719775
457	947.5386471
458	947.2045918
459	946.9349612
460	946.5785292
461	946.4148227
462	946.1575154
463	945.8901266
464	945.6989679
465	945.4573781
466	945.0513678
467	944.8103277
468	944.6696782
469	944.4365474
470	944.1826066
471	943.9993829
472	943.7782191
473	943.6285073
474	943.3459022
475	943.0389739
476	942.7375533
477	942.5069981
478	942.2139416
479	941.9405106
480	941.8391272
481	941.6110351
482	941.4847228
483	941.3461557
484	941.2552911
485	940.9685933
486	940.7620162
487	940.5584546
488	940.242222
489	940.0031496
490	939.8471289
491	939.6107411
492	939.3525961
493	939.1349884
494	938.8239445
495	938.3919
496	938.2515427
497	938.1039946
498	937.8660144
499	937.7826536
500	937.4272817
501	937.0686669
502	936.8638027
503	936.6011903
504	936.3428293
505	936.047454
506	935.8431489
507	935.5272369
508	935.3714357
509	935.1958546
510	935.0263796
511	934.6521621
512	934.5496911
513	934.2939121
514	934.0595332
515	933.7691184
516	933.5388854
517	933.4435371
518	933.2840177
519	932.7772634
520	932.6573134
521	932.2315713
522	932.051276
523	931.7962228
524	931.4297422
525	931.2261072
526	930.8983371
527	930.5673449
528	930.3238693
529	930.0630485
530	929.7885456
531	929.4583992
532	929.2068592
533	928.9309015
534	928.6238392
535	928.4408778
536	928.2044812
537	927.8189874
538	927.5632277
539	927.3068705
540	927.0959975
541	926.9536454
542	926.6984665
543	926.4346496
544	926.2178603
545	926.1023699
546	925.9931262
547	925.8785554
548	925.747399
549	925.4468476
550	925.238593
551	924.9632846
552	924.7173431
553	924.5117342
554	924.2880437
555	924.0730876
556	923.8047982
557	923.4707868
558	923.2049138
559	923.0495471
560	922.9187432
561	922.7830649
562	922.7149948
563	922.5520618
564	922.1116491
565	921.8735555
566	921.767843
567	921.5221441
568	921.206603
569	920.9864348
570	920.7412695
571	920.6485912
572	920.4537921
573	920.1413818
574	919.9231457
575	919.8087112
576	919.58787
577	919.4537378
578	919.2412593
579	919.0122493
580	918.865719
581	918.5094723
582	918.3349073
583	918.2202152
584	918.0909168
585	917.8877441
586	917.8253405
587	917.5477383
588	917.4076072
589	917.1882804
590	916.8993504
591	916.7018439
592	916.4868868
593	916.2317191
594	916.1366457
595	915.9983268
596	915.7508004
597	915.5401414
598	915.3813806
599	915.2181396
600	914.9345636
601	914.8133235
602	914.582749
603	914.4681766
604	914.3775567
605	914.1401626
606	913.8981359
607	913.6695698
608	913.471939
609	913.1644595
610	912.8534624
611	912.5365361
612	912.3527757
613	912.123341
614	911.9488464
615	911.7949234
616	911.5877693
617	911.3101035
618	911.0774402
619	910.8990682
620	910.8158886
621	910.660235
622	910.5089873
623	910.1746773
624	909.9822647
625	909.7886601
626	909.6205939
627	909.4603836
628	909.2384958
629	908.9923577
630	908.8496767
631	908.6634292
632	908.4039361
633	908.216457
634	908.0067398
635	907.8432755
636	907.5644444
637	907.4861884
638	907.3162076
639	907.1904553
640	907.004704
641	906.7591637
642	906.6099796
643	906.418469
644	906.2656397
645	906.0062851
646	905.8558894
647	905.4981559
648	905.170992
649	904.9915474
650	904.8936106
651	904.7350722
652	904.421348
653	904.307163
654	904.0948641
655	903.9424583
656	903.7280777
657	903.6216789
658	903.3254414
659	903.1130322
660	902.8962396
661	902.7798126
662	902.566335
663	902.4169204
664	902.2488387
665	902.0651483
666	901.8206768
667	901.7139994
668	901.4901924
669	901.2677359
670	901.0738733
671	900.9039376
672	900.7019894
673	900.553501
674	900.2868509
675	900.1315698
676	899.8531763
677	899.7594402
678	899.4836137
679	899.3651854
680	899.2825415
681	899.1955797
682	898.8445262
683	898.679411
684	898.4367164
685	898.3182534
686	898.2129036
687	897.9710319
688	897.747972
689	897.5957679
690	897.3524522
691	897.0569174
692	896.8781879
693	896.711724
694	896.5169186
695	896.2916799
696	896.1619563
697	896.0613859
698	895.9218574
699	895.6033113
700	895.3205647
701	895.1601664
702	895.0114623
703	894.8647834
704	894.6547425
705	894.3699593
706	894.2207788
707	894.0147831
708	893.7948158
709	893.5690048
710	893.3878428
711	893.2058991
712	893.0739851
713	892.8298372
714	892.544527
715	892.3469805
716	892.1089391
717	891.8506729
718	891.7089541
719	891.5491562
720	891.4772049
721	891.3263248
722	891.2041862
723	891.043537
724	890.8833148
725	890.6950037
726	890.5595608
727	890.2751518
728	890.1332935
729	889.9725562
730	889.677679
731	889.3796219
732	889.1690705
733	888.9880556
734	888.7670513
735	888.537948
736	888.3996454
737	888.1444085
738	887.9996582
739	887.8291573
740	887.6710297
741	887.5259802
742	887.3315236
743	887.0398855
744	886.8318615
745	886.7389152
746	886.5314682
747	886.1321164
748	885.8760667
749	885.7557401
750	885.5274871
751	885.1614017
752	885.0600382
753	884.8228053
754	884.5210706
755	884.3062258
756	884.1564558
757	884.0440918
758	883.7042107
759	883.4955756
760	883.384295
761	883.2198457
762	883.0398823
763	882.9412363
764	882.8097559
765	882.7146679
766	882.5330262
767	882.3790024
768	882.1924678
769	882.0397691
770	881.8155016
771	881.6208831
772	881.4109204
773	881.2923454
774	881.0684327
775	880.8500708
776	880.7452184
777	880.5039521
778	880.3708897
779	880.1109469
780	880.0148238
781	879.7484215
782	879.4638739
783	879.2067982
784	879.0148941
785	878.9083939
786	878.6257077
787	878.4360223
788	878.2898543
789	878.0860854
790	877.7202114
791	877.5080908
792	877.4186449
793	877.2826548
794	877.0430017
795	876.861283
796	876.6785063
797	876.4040532
798	876.1441935
799	875.8662804
800	875.73982
801	875.6308061
802	875.4249688
803	875.3246377
804	875.1867685
805	874.9775938
806	874.8271912
807	874.6608488
808	874.4609383
809	874.2172115
810	873.9843502
811	873.7922969
812	873.6738972
813	873.4572993
814	873.2579885
815	873.1354478
816	872.9711735
817	872.8231767
818	872.7445213
819	872.5686458
820	872.3309004
821	872.1452676
822	872.0121579
823	871.8082544
824	871.6958693
825	871.5298886
826	871.414315
827	871.1416392
828	870.9903866
829	870.8972355
830	870.7676608
831	870.6706488
832	870.5060936
833	870.2369424
834	870.1714879
835	869.9974663
836	869.8711855
837	869.6899112
838	869.5570807
839	869.4556037
840	869.2292012
841	869.079869
842	868.929446
843	868.6735512
844	868.4733277
845	868.2227198
846	868.0228156
847	867.7923464
848	867.5307029
849	867.3289399
850	867.1179723
851	866.9440197
852	866.7683934
853	866.6233574
854	866.4703625
855	866.2865955
856	865.9682928
857	865.7606974
858	865.5701901
859	865.4640062
860	865.1141193
861	864.8819486
862	864.7058263
863	864.5163025
864	864.3701608
865	864.1554816
866	863.9411522
867	863.7240275
868	863.4782057
869	863.3730548
870	863.2206891
871	863.0176418
872	862.753016
873	862.5056451
874	862.2921319
875	862.1507726
876	861.8692161
877	861.7409685
878	861.5891404
879	861.4559835
880	861.3127854
881	861.1398476
882	860.8792043
883	860.7965021
884	860.651199
885	860.485271
886	860.2276403
887	859.9590672
888	859.7857056
889	859.6498756
890	859.5451386
891	859.4560717
892	859.1557163
893	858.9989212
894	858.7726807
895	858.5696254
896	858.4076423
897	858.1659945
898	858.0537586
899	857.832989
900	857.7160538
901	857.5854393
902	857.434432
903	857.3228264
904	857.2200613
905	857.0448339
906	856.8006138
907	856.66241
908	856.5195856
909	856.3795231
910	856.3581316
911	856.240808
912	856.0126226
913	855.777921
914	855.4848216
915	855.2629534
916	855.1317228
917	854.9751518
918	854.8728104
919	854.7750684
920	854.5583247
921	854.3581137
922	854.1372559
923	854.0151012
924	853.8701537
925	853.7272177
926	853.5112378
927	853.3379424
928	853.1686766
929	853.0570184
930	852.7990419
931	852.5522129
932	852.3554826
933	852.235447
934	852.1402414
935	851.9691716
936	851.7838063
937	851.7156755
938	851.5099854
939	851.3321461
940	851.254206
941	851.091099
942	850.9704078
943	850.7446742
944	850.4554571
945	850.3333723
946	850.1028804
947	849.9710131
948	849.7438799
949	849.5372102
950	849.4354575
951	849.334623
952	849.1299624
953	848.9629416
954	848.8170177
955	848.7079393
956	848.553816
957	848.2966904
958	848.1811155
959	848.0080002
960	847.7836675
961	847.657129
962	847.4919706
963	847.3829633
964	847.1824281
965	847.0215925
966	846.7732406
967	846.6756691
968	846.4525175
969	846.3477407
970	846.2324973
971	846.1158332
972	845.9518272
973	845.8563482
974	845.6210916
975	845.5029129
976	845.277055
977	845.1015711
978	844.9686279
979	844.8923032
980	844.7384432
981	844.5638044
982	844.3676153
983	844.203868
984	844.0661678
985	843.782024
986	843.5761121
987	843.2419681
988	843.0641799
989	842.8678068
990	842.7071418
991	842.5266058
992	842.3991727
993	842.1954852
994	842.0097902
995	841.9017824
996	841.7526825
997	841.589884
998	841.4917319
999	841.4151041
